District	Product	Profit
Алтуфьевский	Ремонт компьютеров	2.1492
Филевский Парк	Ремонт компьютеров	2.8166
Чертаново Северное	Ремонт компьютеров	3.8034
Свиблово	Ремонт компьютеров	2.9239
Марфино	Ремонт компьютеров	3.2376
Братеево	Ремонт компьютеров	2.6684
Восточное Дегунино	Ремонт компьютеров	4.6506
Выхино-Жулебино	Ремонт компьютеров	4.3399
Восточное Измайлово	Ремонт компьютеров	2.1199000000000003
Воскресенское	Ремонт компьютеров	3.8091000000000004
Текстильщики	Ремонт компьютеров	3.8053
Солнцево	Ремонт компьютеров	3.9492
Свиблово	Ремонт компьютеров	3.2529
Рязанский	Ремонт компьютеров	3.9231000000000003
Пресненский	Ремонт компьютеров	3.9394
Орехово-Борисово Северное	Ремонт компьютеров	2.7633
Ростокино	Ремонт компьютеров	1.5943
Дмитровский	Ремонт компьютеров	2.7153
Куркино	Ремонт компьютеров	2.4867
Южное Медведково	Ремонт компьютеров	2.8011
Южное Бутово	Ремонт компьютеров	4.6213
Восточное Измайлово	Ремонт компьютеров	2.9479
Михайлово-Ярцевское	Ремонт компьютеров	0.9648
Марушкинское	Ремонт компьютеров	0.5528
Северное Бутово	Ремонт компьютеров	4.4912
Западное Дегунино	Ремонт компьютеров	4.0230999999999995
Московский	Ремонт компьютеров	1.0947
Ново-Переделкино	Ремонт компьютеров	1.1261999999999999
Теплый Стан	Ремонт компьютеров	4.4574
Троицк	Ремонт компьютеров	4.1235
Левобережный	Ремонт компьютеров	2.9944
Первомайское	Ремонт компьютеров	2.1482
Хорошево-Мневники	Ремонт компьютеров	3.5387000000000004
Соколиная Гора	Ремонт компьютеров	2.2180999999999997
Киевский	Ремонт компьютеров	2.9043
Отрадное	Ремонт компьютеров	4.4181
Нагорный	Ремонт компьютеров	2.7858
Нагатино-Садовники	Ремонт компьютеров	2.5606
Нагорный	Ремонт компьютеров	3.2268
Южное Тушино	Ремонт компьютеров	2.9776000000000002
Ярославский	Ремонт компьютеров	3.469
Молжаниновский	Ремонт компьютеров	2.834
Савеловский	Ремонт компьютеров	3.0369
Щукино	Ремонт компьютеров	3.4358
Гольяново	Ремонт компьютеров	4.3451
Отрадное	Ремонт компьютеров	3.8501000000000003
Южное Бутово	Ремонт компьютеров	5.3053
Чертаново Южное	Ремонт компьютеров	4.8528
Рязанский	Ремонт компьютеров	4.3210999999999995
Преображенское	Ремонт компьютеров	2.5300000000000002
Чертаново Северное	Ремонт компьютеров	4.8954
Савелки	Ремонт компьютеров	2.9334
Ново-Переделкино	Ремонт компьютеров	4.4242
Даниловский	Ремонт компьютеров	3.0411
Гагаринский	Ремонт компьютеров	3.7093
Вешняки	Ремонт компьютеров	2.0878
Метрогородок	Ремонт компьютеров	1.9432
Хамовники	Ремонт компьютеров	1.4539
Марьино	Ремонт компьютеров	7.3751999999999995
Новокосино	Ремонт компьютеров	3.6639
Новогиреево	Ремонт компьютеров	2.0416000000000003
Марфино	Ремонт компьютеров	1.9156
Таганский	Ремонт компьютеров	1.6581
Гагаринский	Ремонт компьютеров	2.6783
Новокосино	Ремонт компьютеров	3.3169
Якиманка	Ремонт компьютеров	3.3760000000000003
Вешняки	Ремонт компьютеров	3.4078
Бескудниковский	Ремонт компьютеров	3.8360000000000003
Тропарево-Никулино	Ремонт компьютеров	5.3436
Западное Дегунино	Ремонт компьютеров	4.2541
Люблино	Ремонт компьютеров	4.2647
Северное Измайлово	Ремонт компьютеров	0.6950000000000002
Молжаниновский	Ремонт компьютеров	3.487
Раменки	Ремонт компьютеров	4.0965
Киевский	Ремонт компьютеров	1.4593
Арбат	Ремонт компьютеров	1.933
Щербинка	Ремонт компьютеров	1.6132
Котловка	Ремонт компьютеров	3.2647000000000004
Новогиреево	Ремонт компьютеров	4.1626
Рязановское	Ремонт компьютеров	2.858
Нагатинский Затон	Ремонт компьютеров	3.1325000000000003
Басманный	Ремонт компьютеров	4.3533
Марьина Роща	Ремонт компьютеров	4.8149
Алтуфьевский	Ремонт компьютеров	2.6892
Аэропорт	Ремонт компьютеров	4.4714
Якиманка	Ремонт компьютеров	2.403
Южное Медведково	Ремонт компьютеров	2.3531
Матушкино	Ремонт компьютеров	3.4934000000000003
Нагорный	Ремонт компьютеров	2.8958
Крылатское	Ремонт компьютеров	4.814500000000001
Западное Дегунино	Ремонт компьютеров	3.8751
Ховрино	Ремонт компьютеров	3.1545
Крылатское	Ремонт компьютеров	3.9305000000000003
Бутырский	Ремонт компьютеров	3.6278
Вороновское	Ремонт компьютеров	3.14
Савелки	Ремонт компьютеров	1.9164
Бескудниковский	Ремонт компьютеров	2.769
Черемушки	Ремонт компьютеров	4.0866
Мосрентген	Ремонт компьютеров	3.2266999999999997
Гагаринский	Ремонт компьютеров	3.3663
Тропарево-Никулино	Ремонт компьютеров	5.0916
Ясенево	Ремонт компьютеров	2.5177
Новофедоровское	Ремонт компьютеров	-0.05650000000000001
Северное Тушино	Ремонт компьютеров	3.7797
Зябликово	Ремонт компьютеров	4.5556
Новофедоровское	Ремонт компьютеров	1.3955
Бибирево	Ремонт компьютеров	4.213800000000001
Бирюлево Восточное	Ремонт компьютеров	3.9509
Замоскворечье	Ремонт компьютеров	1.938
Щаповское	Ремонт компьютеров	2.398
Северное Тушино	Ремонт компьютеров	3.9717000000000002
Бутырский	Ремонт компьютеров	2.8928000000000003
Черемушки	Ремонт компьютеров	2.6846
Новофедоровское	Ремонт компьютеров	3.4795
Якиманка	Ремонт компьютеров	2.728
Печатники	Ремонт компьютеров	3.5509000000000004
Ховрино	Ремонт компьютеров	1.7075
Сокольники	Ремонт компьютеров	1.5637
Тверской	Ремонт компьютеров	2.7864
Алексеевский	Ремонт компьютеров	4.585
Ивановское	Ремонт компьютеров	4.3623
Кокошкино	Ремонт компьютеров	3.7243000000000004
Басманный	Ремонт компьютеров	4.3563
Москворечье-Сабурово	Ремонт компьютеров	2.6363000000000003
Московский	Ремонт компьютеров	3.6216999999999997
Северное Медведково	Ремонт компьютеров	4.1626
Южное Тушино	Ремонт компьютеров	2.9576000000000002
Лосиноостровский	Ремонт компьютеров	2.6296
Митино	Ремонт компьютеров	4.5003
Свиблово	Ремонт компьютеров	1.1779000000000002
Кунцево	Ремонт компьютеров	4.0598
Рязанский	Ремонт компьютеров	2.9571
Кленовское	Ремонт компьютеров	0.9444
Таганский	Ремонт компьютеров	2.2231
Лефортово	Ремонт компьютеров	2.2633
Покровское-Стрешнево	Ремонт компьютеров	2.5524
Текстильщики	Ремонт компьютеров	3.2873
Внуково	Ремонт компьютеров	1.7017000000000002
Новогиреево	Ремонт компьютеров	4.4916
Новофедоровское	Ремонт компьютеров	3.3015
Бирюлево Восточное	Ремонт компьютеров	3.7009
Северное Тушино	Ремонт компьютеров	4.0477
Обручевский	Ремонт компьютеров	4.4744
Куркино	Ремонт компьютеров	3.3077
Западное Дегунино	Ремонт компьютеров	3.8981
Бибирево	Ремонт компьютеров	3.1628000000000003
Печатники	Ремонт компьютеров	3.7519
Метрогородок	Ремонт компьютеров	2.7092
Войковский	Ремонт компьютеров	2.3676000000000004
Южное Медведково	Ремонт компьютеров	3.9211
Воскресенское	Ремонт компьютеров	1.7951
Ховрино	Ремонт компьютеров	2.3225000000000002
Зябликово	Ремонт компьютеров	4.0306
Ново-Переделкино	Ремонт компьютеров	1.2391999999999999
Очаково-Матвеевское	Ремонт компьютеров	4.5169
Хорошево-Мневники	Ремонт компьютеров	4.278700000000001
Фили-Давыдково	Ремонт компьютеров	5.2037
Нижегородский	Ремонт компьютеров	3.2525
Южное Бутово	Ремонт компьютеров	5.6243
Тимирязевский	Ремонт компьютеров	2.8154000000000003
Крюково	Ремонт компьютеров	4.6919
Марушкинское	Ремонт компьютеров	2.2978
Южное Медведково	Ремонт компьютеров	3.5991
Рязановское	Ремонт компьютеров	0.837
Новогиреево	Ремонт компьютеров	4.3846
Сокол	Ремонт компьютеров	2.7782999999999998
Сокольники	Ремонт компьютеров	2.4887
Орехово-Борисово Южное	Ремонт компьютеров	4.3153
Котловка	Ремонт компьютеров	2.6927000000000003
Южнопортовый	Ремонт компьютеров	4.0496
Кузьминки	Ремонт компьютеров	2.7031
Очаково-Матвеевское	Ремонт компьютеров	3.5019
Филевский Парк	Ремонт компьютеров	3.2846
Северное Бутово	Ремонт компьютеров	4.2362
Фили-Давыдково	Ремонт компьютеров	3.0477
Хорошево-Мневники	Ремонт компьютеров	3.7467
Измайлово	Ремонт компьютеров	3.0526
Левобережный	Ремонт компьютеров	4.9074
Раменки	Ремонт компьютеров	1.8405
Отрадное	Ремонт компьютеров	5.168100000000001
Перово	Ремонт компьютеров	4.6072
Черемушки	Ремонт компьютеров	4.7196
Нагорный	Ремонт компьютеров	2.4768
Очаково-Матвеевское	Ремонт компьютеров	5.3689
Теплый Стан	Ремонт компьютеров	3.0234
Ново-Переделкино	Ремонт компьютеров	3.7241999999999997
Печатники	Ремонт компьютеров	3.8429
Зюзино	Ремонт компьютеров	4.9576
Сокол	Ремонт компьютеров	1.9543000000000001
Бутырский	Ремонт компьютеров	4.7838
Басманный	Ремонт компьютеров	2.7622999999999998
Бирюлево Западное	Ремонт компьютеров	3.5825000000000005
Ломоносовский	Ремонт компьютеров	3.0984999999999996
Бирюлево Западное	Ремонт компьютеров	2.6665
Троицк	Ремонт компьютеров	4.3215
Донской	Ремонт компьютеров	2.77
Ивановское	Ремонт компьютеров	4.9073
Дмитровский	Ремонт компьютеров	4.1243
Гагаринский	Ремонт компьютеров	3.0083
Войковский	Ремонт компьютеров	3.8526000000000002
Молжаниновский	Ремонт компьютеров	2.742
Проспект Вернадского	Ремонт компьютеров	1.8437999999999999
Орехово-Борисово Южное	Ремонт компьютеров	3.8053
Мещанский	Ремонт компьютеров	3.7008
Теплый Стан	Ремонт компьютеров	3.1524
Даниловский	Ремонт компьютеров	2.1781
Дорогомилово	Ремонт компьютеров	3.8384
Западное Дегунино	Ремонт компьютеров	3.0561
Молжаниновский	Ремонт компьютеров	1.601
Северный	Ремонт компьютеров	2.4768
Бескудниковский	Ремонт компьютеров	3.7119999999999997
Люблино	Ремонт компьютеров	4.3347
Даниловский	Ремонт компьютеров	2.7261
Раменки	Ремонт компьютеров	2.4135
Кленовское	Ремонт компьютеров	2.9734000000000003
Тимирязевский	Ремонт компьютеров	3.2334
Новокосино	Ремонт компьютеров	2.5499
Красносельский	Ремонт компьютеров	1.5484
Восточное Измайлово	Ремонт компьютеров	2.3529
Тверской	Ремонт компьютеров	2.1784
Донской	Ремонт компьютеров	2.926
Рязановское	Ремонт компьютеров	0.9390000000000001
Печатники	Ремонт компьютеров	1.2709
Богородское	Ремонт компьютеров	2.6576
Сокол	Ремонт компьютеров	3.4633000000000003
Первомайское	Ремонт компьютеров	2.1151999999999997
Вороновское	Ремонт компьютеров	0.966
Вороновское	Ремонт компьютеров	0.321
Марьина Роща	Ремонт компьютеров	3.2959
Выхино-Жулебино	Ремонт компьютеров	3.0969
Арбат	Ремонт компьютеров	1.7100000000000002
Внуковское	Ремонт компьютеров	1.9167999999999998
Дорогомилово	Ремонт компьютеров	3.8174
Хорошево-Мневники	Ремонт компьютеров	4.1657
Черемушки	Ремонт компьютеров	2.6696
Метрогородок	Ремонт компьютеров	2.9492000000000003
Капотня	Ремонт компьютеров	1.2919
Отрадное	Ремонт компьютеров	4.0971
Котловка	Ремонт компьютеров	3.2807000000000004
Московский	Ремонт компьютеров	2.3577
Марфино	Ремонт компьютеров	3.5256000000000003
Черемушки	Ремонт компьютеров	3.0576
Внуковское	Ремонт компьютеров	0.9548000000000001
Якиманка	Ремонт компьютеров	2.295
Левобережный	Ремонт компьютеров	3.6354
Ясенево	Ремонт компьютеров	4.2897
Замоскворечье	Ремонт компьютеров	2.3120000000000003
Северное Измайлово	Ремонт компьютеров	1.4100000000000001
Войковский	Ремонт компьютеров	3.4486
Филимонковское	Ремонт компьютеров	3.3586
Мещанский	Ремонт компьютеров	2.6708
Лианозово	Ремонт компьютеров	2.2679
Якиманка	Ремонт компьютеров	3.9610000000000003
Северное Бутово	Ремонт компьютеров	3.6172
Алексеевский	Ремонт компьютеров	2.892
Дмитровский	Ремонт компьютеров	4.0453
Лосиноостровский	Ремонт компьютеров	2.4436
Свиблово	Ремонт компьютеров	2.2379
Донской	Ремонт компьютеров	3.05
Солнцево	Ремонт компьютеров	4.6322
Ясенево	Ремонт компьютеров	5.3717
Сосенское	Ремонт компьютеров	3.3757
Проспект Вернадского	Ремонт компьютеров	3.8528
Солнцево	Ремонт компьютеров	5.4742
Капотня	Ремонт компьютеров	2.8679
Коптево	Ремонт компьютеров	1.5672000000000001
Академический	Ремонт компьютеров	2.9556
Отрадное	Ремонт компьютеров	5.7271
Можайский	Ремонт компьютеров	3.5683
Южное Бутово	Ремонт компьютеров	6.581300000000001
Покровское-Стрешнево	Ремонт компьютеров	1.4764
Орехово-Борисово Северное	Ремонт компьютеров	1.9633000000000003
Бутырский	Ремонт компьютеров	2.4168000000000003
Печатники	Ремонт компьютеров	2.6459
Текстильщики	Ремонт компьютеров	4.6353
Академический	Ремонт компьютеров	1.7626
Красносельский	Ремонт компьютеров	3.1004
Обручевский	Ремонт компьютеров	2.4214
Донской	Ремонт компьютеров	3.1350000000000002
Вешняки	Ремонт компьютеров	3.0088
Филимонковское	Ремонт компьютеров	1.5395999999999999
Войковский	Ремонт компьютеров	3.2716000000000003
Обручевский	Ремонт компьютеров	2.3804
Таганский	Ремонт компьютеров	1.2441
Нагатино-Садовники	Ремонт компьютеров	3.1266000000000003
Куркино	Ремонт компьютеров	2.0017
Соколиная Гора	Ремонт компьютеров	2.8921
Северное Измайлово	Ремонт компьютеров	4.3740000000000006
Бескудниковский	Ремонт компьютеров	4.117
Южнопортовый	Ремонт компьютеров	1.6516
Фили-Давыдково	Ремонт компьютеров	3.2767
Орехово-Борисово Южное	Ремонт компьютеров	6.1033
Сокол	Ремонт компьютеров	1.8103
Капотня	Ремонт компьютеров	0.6139
Преображенское	Ремонт компьютеров	1.613
Проспект Вернадского	Ремонт компьютеров	2.7038
Митино	Ремонт компьютеров	3.5613
Северное Тушино	Ремонт компьютеров	3.5736999999999997
Красносельский	Ремонт компьютеров	3.3564000000000003
Щукино	Ремонт компьютеров	3.5768
Аэропорт	Ремонт компьютеров	0.9924000000000001
Куркино	Ремонт компьютеров	2.4917
Чертаново Центральное	Ремонт компьютеров	4.477600000000001
Ново-Переделкино	Ремонт компьютеров	4.4702
Крюково	Ремонт компьютеров	3.2569
Южнопортовый	Ремонт компьютеров	0.9836
Кунцево	Ремонт компьютеров	2.6648
Тверской	Ремонт компьютеров	4.2554
Нагатинский Затон	Ремонт компьютеров	2.8465
Замоскворечье	Ремонт компьютеров	4.542
Зюзино	Ремонт компьютеров	4.2366
Ломоносовский	Ремонт компьютеров	2.5045
Сокол	Ремонт компьютеров	2.1693
Очаково-Матвеевское	Ремонт компьютеров	2.5439000000000003
Свиблово	Ремонт компьютеров	1.6499000000000001
Коптево	Ремонт компьютеров	3.9642
Внуковское	Ремонт компьютеров	1.1418
Аэропорт	Ремонт компьютеров	3.2024
Аэропорт	Ремонт компьютеров	1.2264
Марьино	Ремонт компьютеров	7.6872
Капотня	Ремонт компьютеров	1.7368999999999999
Останкинский	Ремонт компьютеров	3.3558000000000003
Алтуфьевский	Ремонт компьютеров	4.7741999999999996
Северный	Ремонт компьютеров	2.8818
Зюзино	Ремонт компьютеров	2.8666
Арбат	Ремонт компьютеров	2.668
Бирюлево Восточное	Ремонт компьютеров	5.5419
Кокошкино	Ремонт компьютеров	0.7543
Филимонковское	Ремонт компьютеров	1.1116
Мещанский	Ремонт компьютеров	2.4378
Бибирево	Ремонт компьютеров	3.6538000000000004
Куркино	Ремонт компьютеров	2.7647
Черемушки	Ремонт компьютеров	4.3596
Отрадное	Ремонт компьютеров	4.2441
Печатники	Ремонт компьютеров	3.9288999999999996
Северное Медведково	Ремонт компьютеров	3.5586
Коптево	Ремонт компьютеров	3.8212
Алексеевский	Ремонт компьютеров	3.625
Мещанский	Ремонт компьютеров	2.5288
Бабушкинский	Ремонт компьютеров	2.5634
Тропарево-Никулино	Ремонт компьютеров	3.7426
Пресненский	Ремонт компьютеров	3.4344
Пресненский	Ремонт компьютеров	2.2464
Коптево	Ремонт компьютеров	4.6622
Марьина Роща	Ремонт компьютеров	2.5389
Нижегородский	Ремонт компьютеров	3.7785
Савелки	Ремонт компьютеров	0.9583999999999999
Новогиреево	Ремонт компьютеров	3.7016
Аэропорт	Ремонт компьютеров	3.0654
Капотня	Ремонт компьютеров	1.6699
Сосенское	Ремонт компьютеров	2.8547000000000002
Московский	Ремонт компьютеров	3.7197000000000005
Марушкинское	Ремонт компьютеров	4.6598
Кленовское	Ремонт компьютеров	1.5004
Донской	Ремонт компьютеров	3.731
Рязановское	Ремонт компьютеров	2.136
Выхино-Жулебино	Ремонт компьютеров	5.3629
Чертаново Южное	Ремонт компьютеров	2.7718
Марфино	Ремонт компьютеров	3.1266000000000003
Лианозово	Ремонт компьютеров	3.3209
Ивановское	Ремонт компьютеров	3.3193
Марушкинское	Ремонт компьютеров	2.8698
Метрогородок	Ремонт компьютеров	2.7582
Лосиноостровский	Ремонт компьютеров	4.1166
Можайский	Ремонт компьютеров	4.2893
Дорогомилово	Ремонт компьютеров	2.9734
Первомайское	Ремонт компьютеров	3.6872000000000003
Теплый Стан	Ремонт компьютеров	4.2664
Лианозово	Ремонт компьютеров	3.4528999999999996
Тропарево-Никулино	Ремонт компьютеров	3.8136
Северный	Ремонт компьютеров	1.5208
Внуково	Ремонт компьютеров	2.5867
Внуково	Ремонт компьютеров	2.6807
Кузьминки	Ремонт компьютеров	3.4821
Нагорный	Ремонт компьютеров	3.5368
Измайлово	Ремонт компьютеров	2.1395999999999997
Сокол	Ремонт компьютеров	2.1223
Богородское	Ремонт компьютеров	5.4996
Южнопортовый	Ремонт компьютеров	3.0096
Западное Дегунино	Ремонт компьютеров	2.7111
Беговой	Ремонт компьютеров	3.6048
Хорошевский	Ремонт компьютеров	1.4776
Донской	Ремонт компьютеров	2.834
Ивановское	Ремонт компьютеров	2.7343
Дорогомилово	Ремонт компьютеров	1.2424
Восточное Дегунино	Ремонт компьютеров	4.6716
Аэропорт	Ремонт компьютеров	2.2654
Отрадное	Ремонт компьютеров	4.085100000000001
Якиманка	Ремонт компьютеров	2.774
Северное Тушино	Ремонт компьютеров	4.2927
Южное Бутово	Ремонт компьютеров	7.507300000000001
Северное Измайлово	Ремонт компьютеров	3.662
Зябликово	Ремонт компьютеров	3.8686
Восточное Дегунино	Ремонт компьютеров	4.7166
Орехово-Борисово Северное	Ремонт компьютеров	3.7613000000000003
Люблино	Ремонт компьютеров	3.7257000000000002
Бирюлево Восточное	Ремонт компьютеров	4.6019000000000005
Куркино	Ремонт компьютеров	3.3007
Молжаниновский	Ремонт компьютеров	-0.145
Текстильщики	Ремонт компьютеров	3.1513
Замоскворечье	Ремонт компьютеров	4.278
Гагаринский	Ремонт компьютеров	2.0133
Печатники	Ремонт компьютеров	4.4569
Новогиреево	Ремонт компьютеров	1.6006000000000002
Новогиреево	Ремонт компьютеров	3.1586
Южнопортовый	Ремонт компьютеров	2.7596
Измайлово	Ремонт компьютеров	4.8026
Войковский	Ремонт компьютеров	5.0876
Восточный	Ремонт компьютеров	2.8293999999999997
Лефортово	Ремонт компьютеров	3.7413
Северное Медведково	Ремонт компьютеров	5.3476
Старое Крюково	Ремонт компьютеров	3.2757
Черемушки	Ремонт компьютеров	1.4096
Царицыно	Ремонт компьютеров	3.7079000000000004
Первомайское	Ремонт компьютеров	1.3372
Бибирево	Ремонт компьютеров	2.5038
Сосенское	Ремонт компьютеров	0.17069999999999996
Левобережный	Ремонт компьютеров	2.3864
Орехово-Борисово Южное	Ремонт компьютеров	2.8053
Первомайское	Ремонт компьютеров	4.1792
Вешняки	Ремонт компьютеров	3.4908
Краснопахорское	Ремонт компьютеров	3.8043
Кузьминки	Ремонт компьютеров	3.5591
Капотня	Ремонт компьютеров	2.7969
Якиманка	Ремонт компьютеров	1.486
Нижегородский	Ремонт компьютеров	4.1594999999999995
Измайлово	Ремонт компьютеров	3.2426
Мещанский	Ремонт компьютеров	1.6867999999999999
Гагаринский	Ремонт компьютеров	1.6853
Коптево	Ремонт компьютеров	3.5432
Преображенское	Ремонт компьютеров	2.7030000000000003
Нижегородский	Ремонт компьютеров	2.6255
Солнцево	Ремонт компьютеров	4.8812
Восточный	Ремонт компьютеров	1.4734
Арбат	Ремонт компьютеров	2.477
Лосиноостровский	Ремонт компьютеров	2.8666
Северное Медведково	Ремонт компьютеров	4.5026
Донской	Ремонт компьютеров	2.866
Зюзино	Ремонт компьютеров	3.1016000000000004
Зябликово	Ремонт компьютеров	4.4106000000000005
Чертаново Северное	Ремонт компьютеров	3.0474
Мосрентген	Ремонт компьютеров	0.6387
Покровское-Стрешнево	Ремонт компьютеров	3.7624
Старое Крюково	Ремонт компьютеров	1.2867
Ново-Переделкино	Ремонт компьютеров	2.4402
Коптево	Ремонт компьютеров	3.3902
Орехово-Борисово Южное	Ремонт компьютеров	3.1813000000000002
Капотня	Ремонт компьютеров	1.6129
Соколиная Гора	Ремонт компьютеров	2.9411
Обручевский	Ремонт компьютеров	4.0044
Богородское	Ремонт компьютеров	2.8456
Ломоносовский	Ремонт компьютеров	3.9465000000000003
Алтуфьевский	Ремонт компьютеров	3.9192
Южное Медведково	Ремонт компьютеров	0.7821
Савелки	Ремонт компьютеров	2.7874
Некрасовка	Ремонт компьютеров	4.1261
Чертаново Центральное	Ремонт компьютеров	4.0686
Богородское	Ремонт компьютеров	4.9856
Арбат	Ремонт компьютеров	3.799
Савелки	Ремонт компьютеров	2.1104
Соколиная Гора	Ремонт компьютеров	3.2390999999999996
Троицк	Ремонт компьютеров	2.8575000000000004
Басманный	Ремонт компьютеров	4.1693
Крюково	Ремонт компьютеров	2.1099
Бирюлево Западное	Ремонт компьютеров	4.0755
Измайлово	Ремонт компьютеров	3.4836
Таганский	Ремонт компьютеров	3.1971
Воскресенское	Ремонт компьютеров	3.0461
Метрогородок	Ремонт компьютеров	3.0512
Щукино	Ремонт компьютеров	1.9498000000000002
Алтуфьевский	Ремонт компьютеров	3.8622
Некрасовка	Ремонт компьютеров	2.8041
Отрадное	Ремонт компьютеров	3.0301
Сокольники	Ремонт компьютеров	2.8497
Киевский	Ремонт компьютеров	2.7153
Северное Медведково	Ремонт компьютеров	4.7936
Савеловский	Ремонт компьютеров	1.2029
Хамовники	Ремонт компьютеров	3.7579000000000002
Чертаново Южное	Ремонт компьютеров	4.7248
Восточное Измайлово	Ремонт компьютеров	3.1639
Люблино	Ремонт компьютеров	3.3857
Фили-Давыдково	Ремонт компьютеров	4.2257
Алтуфьевский	Ремонт компьютеров	0.7682
Останкинский	Ремонт компьютеров	1.7568
Марьина Роща	Ремонт компьютеров	2.8989
Марушкинское	Ремонт компьютеров	2.8128
Марфино	Ремонт компьютеров	3.5586
Кунцево	Ремонт компьютеров	3.1508000000000003
Щукино	Ремонт компьютеров	3.2298
Дорогомилово	Ремонт компьютеров	1.6524
Ясенево	Ремонт компьютеров	5.979699999999999
Северное Медведково	Ремонт компьютеров	2.6896
Первомайское	Ремонт компьютеров	2.0322
Северное Медведково	Ремонт компьютеров	3.2446
Раменки	Ремонт компьютеров	3.4505
Солнцево	Ремонт компьютеров	3.8552
Дорогомилово	Ремонт компьютеров	1.5184
Братеево	Ремонт компьютеров	3.1113999999999997
Зябликово	Ремонт компьютеров	2.8996000000000004
Соколиная Гора	Ремонт компьютеров	5.1251
Нижегородский	Ремонт компьютеров	3.3205
Печатники	Ремонт компьютеров	2.4659
Кузьминки	Ремонт компьютеров	1.6821000000000002
Коптево	Ремонт компьютеров	2.4652000000000003
Западное Дегунино	Ремонт компьютеров	4.197100000000001
Выхино-Жулебино	Ремонт компьютеров	3.4279
Марфино	Ремонт компьютеров	1.7486000000000002
Братеево	Ремонт компьютеров	2.2614
Южное Медведково	Ремонт компьютеров	5.0171
Братеево	Ремонт компьютеров	2.7923999999999998
Покровское-Стрешнево	Ремонт компьютеров	3.0574
Северный	Ремонт компьютеров	2.9778000000000002
Савелки	Ремонт компьютеров	1.1134
Роговское	Ремонт компьютеров	2.8755
Ярославский	Ремонт компьютеров	4.8100000000000005
Раменки	Ремонт компьютеров	2.5675
Беговой	Ремонт компьютеров	2.7838
Царицыно	Ремонт компьютеров	2.2269
Молжаниновский	Ремонт компьютеров	0.7410000000000001
Алексеевский	Ремонт компьютеров	2.553
Черемушки	Ремонт компьютеров	3.4516
Можайский	Ремонт компьютеров	1.9333
Арбат	Ремонт компьютеров	1.855
Савелки	Ремонт компьютеров	2.2044
Бескудниковский	Ремонт компьютеров	2.144
Бабушкинский	Ремонт компьютеров	3.6634
Крюково	Ремонт компьютеров	1.2919
Щаповское	Ремонт компьютеров	3.038
Дорогомилово	Ремонт компьютеров	3.8454
Кленовское	Ремонт компьютеров	0.6044
Лефортово	Ремонт компьютеров	3.0873
Восточное Измайлово	Ремонт компьютеров	4.587899999999999
Головинский	Ремонт компьютеров	4.3862000000000005
Северное Медведково	Ремонт компьютеров	3.9696
Донской	Ремонт компьютеров	1.611
Косино-Ухтомский	Ремонт компьютеров	4.3768
Нагатино-Садовники	Ремонт компьютеров	3.2616
Гольяново	Ремонт компьютеров	4.7851
Москворечье-Сабурово	Ремонт компьютеров	5.247300000000001
Беговой	Ремонт компьютеров	3.7658
Кленовское	Ремонт компьютеров	3.0974000000000004
Коптево	Ремонт компьютеров	5.517200000000001
Ростокино	Ремонт компьютеров	2.8483
Можайский	Ремонт компьютеров	4.2173
Лианозово	Ремонт компьютеров	3.0559000000000003
Бабушкинский	Ремонт компьютеров	2.5044
Ховрино	Ремонт компьютеров	3.8585000000000003
Тимирязевский	Ремонт компьютеров	3.4334000000000002
Покровское-Стрешнево	Ремонт компьютеров	1.9634
Старое Крюково	Ремонт компьютеров	2.6856999999999998
Левобережный	Ремонт компьютеров	1.9944000000000002
Царицыно	Ремонт компьютеров	4.0669
Бескудниковский	Ремонт компьютеров	1.3290000000000002
Даниловский	Ремонт компьютеров	3.4131
Черемушки	Ремонт компьютеров	4.2786
Ивановское	Ремонт компьютеров	3.8083
Ново-Переделкино	Ремонт компьютеров	3.8662
Коньково	Ремонт компьютеров	5.321400000000001
Хамовники	Ремонт компьютеров	3.1129000000000002
Царицыно	Ремонт компьютеров	5.6989
Красносельский	Ремонт компьютеров	2.9944
Беговой	Ремонт компьютеров	1.3098
Ярославский	Ремонт компьютеров	3.346
Красносельский	Ремонт компьютеров	1.5493999999999999
Очаково-Матвеевское	Ремонт компьютеров	1.4749
Замоскворечье	Ремонт компьютеров	3.4059999999999997
Аэропорт	Ремонт компьютеров	3.3634
Северное Медведково	Ремонт компьютеров	2.6555999999999997
Обручевский	Ремонт компьютеров	3.3294
Якиманка	Ремонт компьютеров	1.333
Богородское	Ремонт компьютеров	2.4926
Чертаново Южное	Ремонт компьютеров	2.5568
Мещанский	Ремонт компьютеров	2.9158
Восточный	Ремонт компьютеров	2.0464
Вешняки	Ремонт компьютеров	2.3958000000000004
Ивановское	Ремонт компьютеров	2.0423
Кузьминки	Ремонт компьютеров	5.0461
Крюково	Ремонт компьютеров	4.3239
Северное Тушино	Ремонт компьютеров	4.6517
Царицыно	Ремонт компьютеров	3.6709000000000005
Киевский	Ремонт компьютеров	1.3413
Ховрино	Ремонт компьютеров	4.3565000000000005
Савелки	Ремонт компьютеров	1.5674000000000001
Братеево	Ремонт компьютеров	3.0814
Нагатинский Затон	Ремонт компьютеров	4.3675
Южнопортовый	Ремонт компьютеров	3.6445999999999996
Восточный	Ремонт компьютеров	2.5103999999999997
Обручевский	Ремонт компьютеров	2.6134000000000004
